source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
48.670883 -0.016409 1.873014 0.372922 0.281471 1.0 
30.282654 -0.001755 2.149763 0.27762 0.168469 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
40.883974 -0.004692 2.116801 0.398534 0.213795 1.0 
52.205778 0.004251 2.098429 0.314883 0.215094 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
38.972302 0.012802 1.871242 0.211416 0.322709 1.0 
34.213329 0.01667 1.870932 0.27333 0.557951 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
42.491998 0.014712 2.141397 0.376676 0.275321 1.0 
41.749597 0.01696 2.052494 0.310058 0.289897 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
54.795378 0.006536 1.909536 0.291483 0.257352 1.0 
56.599951 -0.002774 2.291351 0.394124 0.168027 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
50.409521 -0.004643 2.008318 0.309279 0.186461 1.0 
56.684821 -0.001807 1.90133 0.272119 0.163616 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
31.59111 0.00819 2.150415 0.295808 0.254881 1.0 
52.64372 0.000393 2.100176 0.374227 0.172838 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
44.064711 -0.003229 2.284235 0.344248 0.220951 1.0 
46.638269 0.006495 1.812807 0.288563 0.238906 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
48.974143 -0.00499 2.029992 0.394047 0.136282 1.0 
54.549597 0.004037 2.064999 0.249376 0.115217 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
55.022299 0.00386 2.204662 0.304058 0.082437 1.0 
28.328289 -0.010628 2.073499 0.25618 0.288102 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
58.459122 -0.002946 2.178124 0.297928 0.199266 1.0 
33.337716 -0.009029 2.192914 0.320223 0.247995 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
36.276862 0.00478 1.877313 0.203584 0.9426 1.0 
50.112034 -0.027036 1.824762 0.341115 0.420467 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
52.093615 -0.020435 2.000487 0.253827 0.141477 1.0 
29.99866 0.001661 1.877984 0.352914 0.202852 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
37.833319 0.006825 2.088017 0.379036 0.174848 1.0 
41.727768 0.001019 2.10839 0.27686 0.160466 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
31.665721 0.007597 2.182047 0.394151 0.214796 1.0 
36.08989 0.003404 2.131423 0.333403 0.336898 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
30.102176 -0.002928 2.057209 0.373038 1.692532 1.0 
28.941227 -0.015188 1.899067 0.385303 0.422913 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
45.008991 -0.010787 2.136721 0.271744 0.22161 1.0 
53.362831 -0.008123 1.990642 0.215288 0.248622 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
33.076822 0.000665 1.993982 0.383106 0.218857 1.0 
37.258955 0.010561 2.035126 0.386782 0.228856 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
57.709565 -0.013466 2.217565 0.262035 0.104698 1.0 
50.868111 0.002096 1.879032 0.354576 0.127454 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
25.466195 -0.016698 2.133488 0.312682 0.159687 1.0 
42.810721 -0.012677 2.200363 0.372199 0.189441 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
54.666033 0.009757 2.27703 0.30641 0.347132 1.0 
39.764869 -0.001685 1.853371 0.247972 0.250392 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
50.502719 -0.001237 2.07852 0.236155 0.177847 1.0 
55.530839 -0.012813 1.809494 0.266347 0.144254 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
58.638685 0.005038 1.804553 0.346419 0.10097 1.0 
48.162584 -0.008052 1.808741 0.156797 0.435949 1.0 
source_size_pc a_m_4 gamma_macro gamma_ext summary_statistic importance_weight 
35.261607 0.004774 2.028673 0.287442 0.295321 1.0 
37.102076 -0.026496 2.070152 0.237785 0.229183 1.0 
